,B,V
1363,17.814,16.828
1364,21.713,20.995
1365,15.181,14.175
1366,21.126,20.327
1367,22.908,21.419
1368,18.954,18.432
1369,21.939,21.164
1370,18.27,17.679
1371,21.703,20.886
1372,22.234,21.255
1373,18.72,18.191
1374,21.493,20.401
1375,20.36,19.648
1376,21.664,20.804
1377,22.402,21.547
1378,21.657,20.786
1379,22.13,21.124
1380,20.194,19.534
1381,22.928,21.692
1382,21.635,21.144
1383,22.073,21.291
1384,20.427,19.707
1385,21.195,20.457
1386,22.779,21.574
1387,21.551,20.668
1388,20.068,19.457
1389,22.144,21.794
1390,21.451,20.858
1391,21.179,20.683
1392,19.414,18.814
1393,19.979,19.237
1394,19.549,18.94
1395,20.047,19.335
1396,22.377,21.824
1397,21.34,20.428
1398,19.311,18.753
1399,20.692,20.1
1400,19.914,19.286
1401,19.343,18.913
1402,21.79,20.783
1403,22.769,21.351
1404,21.644,20.737
1405,19.189,18.642
1406,22.015,21.306
1407,21.988,21.058
1408,20.586,19.86
1409,20.301,19.619
1410,22.016,21.058
1411,19.3,18.714
1412,19.313,18.786
1413,22.689,21.799
1414,22.332,21.582
1415,21.379,20.516
1416,19.749,18.956
1417,20.6,19.813
1418,21.641,20.982
1419,21.669,20.835
1420,22.111,21.117
1421,22.054,21.158
1422,21.238,20.722
1423,22.243,20.971
1424,22.646,21.778
1425,22.675,20.988
1426,,21.656
1427,21.077,19.97
1428,21.563,20.628
1429,20.132,19.398
1430,19.347,18.779
1431,21.914,20.135
1432,21.321,20.481
1433,18.671,17.866
1434,22.387,21.505
1435,21.696,20.62
1436,14.678,14.072
1437,21.924,20.718
1438,22.332,21.183
1439,20.562,19.972
1440,22.353,21.357
1441,20.588,19.906
1442,20.652,19.962
1443,20.181,19.537
1444,21.301,20.533
1445,22.511,21.258
1446,20.986,19.986
1447,20.593,19.925
1448,20.742,20.003
1449,22.698,21.515
1450,21.971,21.012
1451,19.303,18.742
1452,20.729,20.011
1453,18.978,18.401
1454,22.954,21.64
1455,22.177,21.221
1456,22.209,21.383
1457,21.324,20.475
1458,19.735,19.094
1459,16.426,15.565
1460,23.355,21.428
1461,21.625,20.867
1462,19.249,18.671
1463,19.053,18.491
1464,21.427,20.734
1465,23.338,21.552
1466,21.504,20.315
1467,18.614,18.066
1468,19.163,18.61
1469,20.88,20.142
1470,20.232,19.541
1471,20.746,20.02
1472,22.387,21.498
1473,22.047,21.523
1474,22.686,21.897
1475,19.236,18.675
1476,20.712,19.932
1477,22.092,21.166
1478,21.208,20.512
1479,18.71,18.169
1480,22.301,21.293
1481,19.707,19.077
1482,18.969,17.516
1483,17.802,16.939
1484,20.004,19.377
1485,19.431,18.815
1486,22.266,20.92
1487,22.145,21.277
1488,22.272,21.356
1489,22.27,20.982
1490,17.206,16.541
1491,21.843,20.984
1492,21.098,20.294
1493,19.542,18.924
1494,22.392,21.338
1495,19.04,18.473
1496,20.72,20.094
1497,21.479,20.573
1498,19.333,18.69
1499,18.496,18.008
1500,18.998,18.45
1501,20.739,20.037
1502,20.435,19.637
1503,21.355,20.335
1504,22.734,22.361
1505,20.148,19.455
1506,20.616,19.931
1507,20.905,20.22
1508,18.802,18.245
1509,22.171,21.135
1510,20.75,20.138
1511,21.659,20.734
1512,19.07,18.478
1513,22.714,21.846
1514,20.056,19.479
1515,22.353,21.061
1516,18.955,18.238
1517,21.992,21.05
1518,19.75,19.198
1519,21.091,20.274
1520,22.472,21.273
1521,20.25,19.562
1522,19.864,19.159
1523,20.563,19.794
1524,20.769,20.068
1525,23.641,21.743
1526,21.682,20.808
1527,23.122,21.866
1528,21.058,20.24
1529,22.721,21.598
1530,19.38,18.813
1531,23.0,21.712
1532,19.573,18.703
1533,21.227,19.918
1534,21.951,21.325
1535,,
1536,19.825,19.158
1537,19.907,18.944
1538,21.627,20.963
1539,21.359,20.469
1540,21.438,20.535
1541,19.244,18.677
1542,21.653,20.867
1543,20.582,19.877
1544,19.489,18.917
1545,19.291,18.767
1546,20.654,20.018
1547,21.253,20.465
1548,21.128,20.573
1549,18.286,17.528
1550,19.729,19.103
1551,17.684,16.877
1552,19.672,19.049
1553,21.172,20.483
1554,20.906,20.239
1555,21.277,20.388
1556,22.315,21.858
1557,22.095,21.247
1558,22.047,21.603
1559,22.661,21.586
1560,20.793,19.856
1561,17.806,16.871
1562,21.788,20.295
1563,22.711,21.84
1564,21.652,20.758
1565,22.848,21.362
1566,21.357,20.587
1567,21.071,20.288
1568,,21.561
1569,19.609,19.011
1570,22.256,21.428
1571,18.132,17.49
1572,21.109,20.393
1573,19.369,18.77
1574,21.325,20.329
1575,19.864,19.213
1576,22.009,20.914
1577,18.809,18.238
1578,20.31,19.76
1579,20.981,20.38
1580,23.379,21.429
1581,18.881,18.326
1582,22.081,21.138
1583,21.882,20.903
1584,21.314,20.623
1585,21.853,20.932
1586,18.761,17.702
1587,19.634,19.029
1588,20.198,19.533
1589,20.801,20.004
1590,20.366,19.348
1591,19.725,19.086
1592,20.861,20.174
1593,20.87,20.054
1594,20.005,19.265
1595,21.757,21.002
1596,22.891,22.135
1597,17.741,16.923
1598,20.135,19.505
1599,22.862,21.296
1600,21.473,20.204
1601,21.426,20.536
1602,20.72,19.955
1603,22.635,20.537
1604,17.568,16.818
1605,20.603,19.764
1606,18.644,18.044
1607,19.474,18.861
1608,22.226,21.162
1609,19.609,19.034
1610,19.383,18.832
1611,20.511,19.953
1612,21.125,20.183
1613,17.036,16.279
1614,21.966,20.272
1615,22.882,21.23
1616,23.018,21.62
1617,21.113,20.152
1618,18.248,17.558
1619,22.531,21.395
1620,20.195,19.63
1621,20.524,19.877
1622,22.266,21.228
1623,20.755,20.128
1624,20.765,20.087
1625,20.573,19.9
1626,18.459,17.878
1627,19.821,18.923
1628,22.242,21.426
1629,20.201,19.391
1630,20.238,19.067
1631,21.34,20.737
1632,22.523,21.235
1633,21.463,20.901
1634,18.182,17.325
1635,20.815,20.183
1636,21.856,20.765
1637,22.445,21.403
1638,20.918,20.193
1639,21.175,20.515
1640,16.552,15.724
1641,20.603,19.916
1642,21.925,21.316
1643,21.086,20.143
1644,20.181,19.457
1645,20.95,20.032
1646,20.423,19.343
1647,20.132,19.44
1648,22.766,21.875
1649,20.258,19.555
1650,19.242,18.717
1651,21.926,21.398
1652,20.745,20.002
1653,21.222,20.762
1654,23.005,21.687
1655,21.104,20.434
1656,21.076,20.396
1657,22.272,21.405
1658,18.048,17.031
1659,22.253,21.647
1660,20.67,20.272
1661,19.738,19.123
1662,21.656,20.582
1663,21.753,21.034
1664,19.636,19.025
1665,19.602,19.005
1666,20.067,19.351
1667,22.374,21.146
1668,22.154,20.86
1669,22.654,21.257
1670,22.233,20.974
1671,20.102,19.481
1672,21.307,20.635
1673,20.551,18.944
1674,21.228,19.369
1675,20.63,19.981
1676,20.612,19.795
1677,19.314,18.761
1678,21.283,20.341
1679,22.522,21.719
1680,20.417,19.886
1681,19.635,19.025
1682,20.078,19.408
1683,20.408,19.663
1684,23.371,21.641
1685,22.417,21.376
1686,19.855,18.685
1687,22.2,20.916
1688,21.238,20.513
1689,22.595,21.552
1690,22.484,21.798
1691,20.699,19.783
1692,22.7,21.502
1693,21.346,20.295
1694,21.194,20.438
1695,21.001,20.137
1696,22.953,21.593
1697,19.451,18.876
1698,18.849,18.298
1699,22.457,21.593
1700,21.491,20.787
1701,20.547,19.903
1702,18.93,18.32
1703,22.021,20.839
1704,20.957,20.206
1705,21.295,20.446
1706,20.851,20.212
1707,19.911,19.226
1708,22.1,20.961
1709,20.786,20.04
1710,22.278,21.484
1711,18.832,18.301
1712,15.954,15.207
1713,18.408,17.59
1714,21.993,21.397
1715,20.407,19.729
1716,22.24,21.381
1717,20.574,19.902
1718,19.553,18.781
1719,20.454,18.987
1720,22.033,20.843
1721,21.397,20.326
1722,20.744,19.947
1723,22.322,21.275
1724,21.975,20.919
1725,19.888,19.28
1726,22.488,21.257
1727,21.669,20.748
1728,19.274,18.669
1729,18.329,17.76
1730,20.512,19.684
1731,20.496,19.794
1732,18.62,18.002
1733,21.558,20.554
1734,21.569,20.966
1735,22.057,21.013
1736,21.39,20.45
1737,21.007,20.23
1738,19.792,19.135
1739,20.389,18.939
1740,20.337,19.63
1741,19.035,18.43
1742,18.662,18.067
1743,19.669,19.085
1744,22.1,20.892
1745,21.84,20.926
1746,19.926,19.298
1747,20.508,19.873
1748,20.047,19.377
1749,23.088,21.637
1750,21.214,20.409
1751,22.43,21.234
1752,21.256,20.483
1753,23.342,21.749
1754,17.177,16.517
1755,22.417,21.261
1756,18.435,17.903
1757,19.53,18.952
1758,19.525,18.878
1759,22.31,20.893
1760,19.222,19.304
1761,,22.196
1762,16.989,15.926
1763,17.481,16.729
1764,20.957,20.354
1765,21.62,20.648
1766,19.879,19.241
1767,21.986,21.037
1768,22.169,21.217
1769,21.169,20.312
1770,22.369,21.493
1771,23.12,21.923
1772,23.047,22.106
1773,18.804,17.926
1774,19.492,18.892
1775,21.708,20.833
1776,22.265,21.641
1777,22.872,21.829
1778,21.028,20.246
1779,20.794,20.101
1780,19.11,18.597
1781,20.595,19.885
1782,21.548,20.518
1783,21.351,20.336
1784,20.668,19.95
1785,20.462,19.776
1786,21.348,20.448
1787,20.03,19.383
1788,15.671,14.733
1789,19.187,18.398
1790,22.064,21.536
1791,18.821,18.201
1792,22.457,21.733
1793,21.92,20.866
1794,20.72,19.733
1795,22.038,20.876
1796,21.592,20.855
1797,19.523,18.935
1798,20.803,20.172
1799,22.517,21.487
1800,21.683,20.801
1801,16.235,15.418
1802,18.904,18.376
1803,21.758,20.759
1804,19.212,18.569
1805,23.21,21.439
1806,21.45,20.493
1807,22.341,21.728
1808,20.237,19.667
1809,22.964,22.21
1810,18.485,17.538
1811,20.854,20.162
1812,22.264,21.763
1813,21.434,20.678
1814,21.446,20.59
1815,22.701,21.755
1816,19.885,19.23
1817,22.583,21.583
1818,20.114,19.526
1819,21.073,20.335
1820,21.312,20.364
1821,20.003,19.342
1822,20.156,19.246
1823,20.275,19.563
1824,21.254,20.397
1825,20.867,20.078
1826,19.518,18.936
1827,21.724,20.861
1828,22.35,20.99
1829,20.825,20.11
1830,20.773,19.628
1831,22.297,21.308
1832,20.541,19.717
1833,23.021,21.458
1834,18.134,17.383
1835,21.021,20.223
1836,21.026,20.22
1837,20.212,19.57
1838,19.901,19.586
1839,21.393,20.568
1840,20.783,20.06
1841,17.315,16.464
1842,18.479,17.867
1843,,22.056
1844,23.022,21.026
1845,20.59,19.834
1846,18.306,17.453
1847,17.049,16.301
1848,19.819,19.179
1849,22.211,21.211
1850,19.831,19.218
1851,21.754,21.016
1852,22.22,21.265
1853,19.471,18.966
1854,21.22,20.514
1855,21.524,20.51
1856,22.606,21.17
1857,21.612,20.579
1858,22.452,21.613
1859,18.635,18.104
1860,19.555,18.858
1861,18.149,17.469
1862,21.614,20.95
1863,22.729,21.637
1864,21.129,20.409
1865,22.359,21.6
1866,21.74,20.37
1867,21.198,20.249
1868,22.039,21.26
1869,20.794,20.197
1870,22.023,21.216
1871,21.363,20.582
1872,20.591,19.948
1873,20.605,19.848
1874,21.413,20.505
1875,21.003,20.23
1876,22.802,21.485
1877,18.694,18.123
1878,21.456,20.584
1879,19.209,18.659
1880,20.678,20.033
1881,19.433,18.922
1882,18.718,18.18
1883,22.873,22.444
1884,22.61,21.129
1885,19.676,19.144
1886,20.14,19.203
1887,18.013,17.279
1888,19.889,19.211
1889,21.297,20.558
1890,19.752,19.141
1891,22.714,21.597
1892,22.791,22.042
1893,19.736,18.589
1894,21.022,20.173
1895,20.196,19.519
1896,20.884,20.437
1897,19.012,18.457
1898,20.697,19.621
1899,20.184,19.647
1900,22.44,21.331
1901,21.98,21.519
1902,22.104,21.036
1903,21.996,20.841
1904,21.967,20.89
1905,18.977,18.396
1906,20.078,19.5
1907,21.698,21.164
1908,21.402,20.627
1909,22.576,21.435
1910,22.024,20.894
1911,17.118,16.886
1912,21.007,20.177
1913,19.595,18.993
1914,20.871,20.264
1915,20.516,19.861
1916,20.526,20.023
1917,20.99,20.205
1918,22.737,22.129
1919,19.67,19.092
1920,22.867,21.887
1921,19.825,19.049
1922,19.135,18.564
1923,18.787,18.253
1924,18.498,17.761
1925,20.39,19.412
1926,21.274,20.568
1927,20.53,19.696
1928,22.429,21.435
1929,22.107,20.793
1930,19.235,18.636
1931,19.162,18.62
1932,22.688,21.489
1933,19.83,19.18
1934,19.173,18.589
1935,20.589,19.889
1936,22.953,21.937
1937,21.724,20.779
1938,22.161,21.286
1939,22.317,21.834
1940,19.405,18.798
1941,21.231,20.423
1942,21.866,20.927
1943,22.544,21.601
1944,23.353,22.09
1945,21.284,20.474
1946,20.765,20.032
1947,22.511,21.571
1948,21.566,20.629
1949,23.671,21.327
1950,21.624,20.95
1951,22.337,21.096
1952,20.805,20.088
1953,21.261,20.649
1954,22.167,21.986
1955,19.044,18.51
1956,20.121,19.448
1957,20.752,19.963
1958,19.676,19.153
1959,18.618,17.887
1960,19.137,18.578
1961,22.206,21.029
1962,20.598,19.71
1963,21.93,21.169
1964,19.254,18.735
1965,21.705,20.757
1966,21.651,20.528
1967,21.773,20.813
1968,22.532,20.94
1969,22.179,20.881
1970,20.907,20.209
1971,20.127,18.857
1972,22.372,21.215
1973,22.586,21.678
1974,20.913,20.013
1975,21.64,21.001
1976,19.613,19.007
1977,21.224,20.347
1978,20.583,19.86
1979,18.394,17.817
1980,20.598,19.956
1981,18.546,18.013
1982,22.288,21.234
1983,21.34,20.584
1984,21.642,21.174
1985,20.752,20.139
1986,21.264,20.54
1987,19.59,18.941
1988,20.755,20.137
1989,22.736,22.058
1990,21.6,20.769
1991,22.331,21.429
1992,21.202,20.308
1993,22.568,21.285
1994,22.725,21.69
1995,21.862,20.942
1996,21.05,20.597
1997,22.95,21.218
1998,21.171,20.228
1999,21.605,20.792
2000,18.765,18.234
2001,19.959,19.29
2002,17.147,16.395
2003,19.546,18.926
2004,22.431,21.31
2005,23.482,21.683
2006,20.08,19.345
2007,22.404,21.129
2008,22.199,21.228
2009,22.618,21.48
2010,20.54,19.811
2011,,22.295
2012,23.272,21.785
2013,21.736,21.035
2014,22.911,21.773
2015,21.103,19.847
2016,,20.874
2017,20.999,20.183
2018,22.13,21.078
2019,22.144,21.365
2020,22.899,21.878
2021,19.873,19.26
2022,22.881,21.707
2023,20.842,19.956
2024,19.106,18.512
2025,22.22,21.28
2026,20.178,19.523
2027,21.283,20.518
2028,22.868,21.519
2029,19.414,18.865
2030,23.201,21.658
2031,20.296,19.612
2032,21.493,20.74
2033,19.002,18.476
2034,22.802,21.624
2035,18.869,18.286
2036,22.345,21.678
2037,21.693,21.151
2038,17.941,17.205
2039,18.334,17.798
2040,20.875,20.098
2041,19.404,18.811
2042,21.915,20.994
2043,21.338,20.523
2044,20.96,20.206
2045,21.264,20.585
2046,21.517,20.685
2047,19.996,19.283
2048,21.899,21.099
2049,20.974,20.04
2050,23.328,21.841
2051,22.805,22.007
2052,21.578,20.737
2053,21.457,20.56
2054,22.857,21.509
2055,21.513,20.769
2056,22.324,21.377
2057,20.102,19.506
2058,19.754,19.162
2059,16.663,16.034
2060,23.267,21.371
2061,18.804,17.99
2062,20.525,19.865
2063,15.815,15.029
2064,20.572,20.019
2065,21.017,20.264
2066,21.642,20.834
2067,21.662,20.78
2068,22.189,20.691
2069,21.932,20.923
2070,23.086,22.095
2071,22.587,21.718
2072,21.711,21.027
2073,21.044,20.354
2074,21.334,20.394
2075,21.376,20.556
2076,23.737,21.927
2077,20.95,20.39
2078,19.496,18.651
2079,19.707,18.948
2080,19.371,18.784
2081,22.701,22.181
2082,21.597,20.651
2083,20.29,19.648
2084,21.764,20.806
2085,22.186,20.983
2086,20.069,18.829
2087,19.103,18.598
2088,20.638,19.978
2089,19.301,18.699
2090,21.158,20.394
2091,20.235,19.574
2092,19.163,18.597
2093,20.425,19.706
2094,18.861,18.312
2095,21.318,20.345
2096,21.511,20.786
2097,22.341,21.38
2098,19.199,18.674
2099,19.492,18.869
2100,22.74,20.985
2101,20.289,19.514
2102,21.561,20.524
2103,20.026,19.408
2104,21.517,20.628
2105,21.121,19.9
2106,20.969,20.17
2107,20.875,20.171
2108,16.464,15.596
2109,21.612,20.62
2110,22.882,21.992
2111,19.039,18.506
2112,19.884,18.708
2113,23.22,21.903
2114,17.904,16.959
2115,20.177,19.46
2116,20.249,19.583
2117,18.8,18.285
2118,18.532,17.484
2119,20.463,19.814
2120,19.822,19.142
2121,21.311,20.546
2122,22.163,20.956
2123,20.399,19.686
2124,17.277,16.506
2125,20.035,19.194
2126,21.877,21.058
2127,20.865,20.065
2128,16.563,15.789
2129,13.795,12.489
2130,20.355,19.792
2131,21.745,21.04
2132,22.346,21.665
2133,21.41,20.401
2134,20.799,19.881
2135,22.529,21.74
2136,20.985,20.052
2137,19.019,18.425
2138,21.809,20.805
2139,18.337,17.822
2140,22.403,21.171
2141,21.804,21.202
2142,22.435,20.811
2143,20.799,20.019
2144,22.43,21.539
2145,19.217,18.675
2146,22.898,21.907
2147,19.293,18.7
2148,22.403,22.079
2149,20.514,19.463
2150,20.85,20.126
2151,19.919,19.303
2152,19.544,19.0
2153,23.866,21.99
2154,22.805,21.595
2155,22.282,21.269
2156,22.08,20.367
2157,18.423,17.872
2158,21.469,21.174
2159,20.1,19.506
2160,18.236,17.48
2161,20.541,20.116
2162,21.706,20.869
2163,22.909,21.573
2164,22.933,21.539
2165,18.319,17.347
2166,20.685,19.896
2167,17.581,16.918
2168,15.839,14.943
2169,20.398,19.719
2170,20.659,19.871
2171,20.271,19.627
2172,22.123,21.378
2173,22.354,22.325
2174,20.649,19.899
2175,19.918,19.291
2176,22.717,21.876
2177,23.278,21.772
2178,23.522,21.621
2179,23.285,22.006
2180,21.126,20.248
2181,21.442,21.115
2182,22.064,21.306
2183,22.359,21.857
2184,22.915,21.295
2185,22.742,22.3
2186,21.294,20.384
2187,21.445,20.575
2188,22.522,20.996
2189,22.664,21.513
2190,21.998,21.026
2191,18.424,17.961
2192,18.663,18.172
2193,19.939,19.308
2194,22.298,21.781
2195,20.309,19.685
2196,18.152,17.674
2197,22.166,21.767
2198,21.186,20.458
2199,19.956,19.343
2200,21.378,20.01
2201,18.873,18.281
2202,21.869,20.248
2203,22.119,20.761
2204,20.773,19.876
2205,21.058,20.441
2206,18.938,18.342
2207,22.289,21.073
2208,20.552,19.846
2209,22.295,21.245
2210,22.935,22.293
2211,,19.181
2212,22.91,21.865
2213,21.713,21.742
2214,22.52,22.167
2215,20.356,19.696
2216,18.529,17.31
2217,21.249,20.341
2218,20.478,19.84
2219,21.574,20.74
2220,20.367,19.614
2221,18.485,17.788
2222,20.985,20.149
2223,22.056,21.245
2224,19.238,18.699
2225,21.352,20.471
2226,22.084,21.631
2227,22.269,21.357
2228,20.75,20.109
2229,21.966,21.061
2230,21.871,21.881
2231,19.446,18.925
2232,21.704,20.844
2233,22.345,21.216
2234,20.456,19.803
2235,18.609,18.098
2236,21.217,20.14
2237,22.115,20.921
2238,23.188,21.852
2239,20.581,19.502
2240,21.002,19.79
2241,21.601,20.601
2242,19.032,18.457
2243,20.422,19.723
2244,21.638,21.164
2245,21.722,20.906
2246,22.06,20.756
2247,23.015,21.934
2248,17.737,17.096
2249,20.817,20.036
2250,17.77,16.971
2251,22.888,21.831
2252,19.138,18.562
2253,20.532,19.882
2254,22.065,21.174
2255,21.778,20.939
2256,22.524,22.172
2257,21.757,21.1
2258,15.383,14.443
2259,22.52,21.915
2260,20.289,19.556
2261,21.703,20.682
2262,22.777,21.572
2263,19.571,18.923
2264,17.166,16.27
2265,21.915,20.987
2266,22.235,21.385
2267,20.428,19.647
2268,21.914,20.818
2269,23.106,21.579
2270,21.241,20.465
2271,21.347,20.494
2272,21.703,20.954
2273,20.462,19.745
2274,21.956,21.048
2275,18.684,18.174
2276,21.611,20.653
2277,19.834,19.114
2278,22.194,21.062
2279,20.633,19.803
2280,,22.103
2281,20.35,19.692
2282,22.916,21.613
2283,22.529,21.514
2284,14.237,13.607
2285,22.599,21.501
2286,18.412,17.755
2287,20.855,20.15
2288,21.786,20.732
2289,21.525,20.465
2290,20.542,19.879
2291,20.09,19.387
2292,21.579,20.643
2293,18.439,17.915
2294,,
2295,19.617,18.967
2296,22.884,21.811
2297,14.093,12.645
2298,22.233,20.916
2299,22.251,21.248
2300,22.724,21.724
2301,20.408,19.647
2302,19.67,19.069
2303,22.468,20.959
2304,21.474,20.774
2305,21.219,20.319
2306,19.54,19.005
2307,19.578,18.997
2308,19.477,18.889
2309,19.084,18.502
2310,22.264,21.296
2311,18.927,18.399
2312,20.407,19.624
2313,22.656,21.351
2314,22.487,21.039
2315,22.228,21.543
2316,21.128,20.287
2317,20.219,19.498
2318,19.781,19.176
2319,,21.997
2320,20.37,19.694
2321,22.866,21.909
2322,,22.094
2323,19.61,19.058
2324,22.548,21.117
2325,20.3,19.605
2326,19.499,18.92
2327,21.525,20.211
2328,18.132,17.718
2329,22.729,20.856
2330,21.719,20.775
2331,20.054,19.224
2332,23.096,22.138
2333,22.609,21.664
2334,20.306,19.662
2335,20.255,19.717
2336,19.24,18.705
2337,22.188,21.418
2338,21.302,20.459
2339,21.45,20.669
2340,21.392,20.67
2341,21.44,20.476
2342,19.876,19.272
2343,19.776,19.228
2344,21.68,20.79
2345,20.87,20.226
2346,20.806,19.943
2347,22.656,21.715
2348,,22.208
2349,17.838,17.418
2350,21.208,20.578
2351,21.989,20.936
2352,21.829,20.88
2353,22.438,21.486
2354,23.272,22.123
2355,20.175,19.591
2356,22.919,21.84
2357,21.335,20.605
2358,22.287,20.999
2359,22.972,21.438
2360,18.443,17.621
2361,21.783,20.94
2362,23.143,21.822
2363,20.96,20.218
2364,22.47,21.52
2365,20.938,20.11
2366,22.318,22.214
2367,21.717,20.846
2368,19.524,18.89
2369,18.923,18.388
2370,22.206,20.883
2371,19.829,19.246
2372,20.25,19.574
2373,21.687,20.76
2374,21.576,20.521
2375,19.471,18.665
2376,19.899,19.278
2377,22.232,21.592
2378,19.773,19.155
2379,21.202,20.356
2380,15.423,14.545
2381,18.19,17.507
2382,18.233,17.659
2383,16.697,16.123
2384,22.253,20.915
2385,19.868,19.371
2386,22.655,20.929
2387,19.083,18.503
2388,21.833,20.305
2389,20.707,19.918
2390,20.449,19.736
2391,20.562,19.717
2392,22.545,21.272
2393,20.277,19.61
2394,19.578,18.904
2395,20.47,19.77
2396,20.54,19.791
2397,19.518,18.841
2398,17.463,16.564
2399,21.735,20.851
2400,23.442,21.779
2401,18.345,17.757
2402,21.892,20.968
2403,20.471,19.805
2404,20.527,19.891
2405,21.811,20.763
2406,18.802,18.248
2407,20.165,19.546
2408,21.495,20.554
2409,20.678,19.904
2410,20.81,20.221
2411,19.233,18.664
2412,22.936,21.569
2413,19.07,18.501
2414,21.927,21.239
2415,22.521,22.084
2416,22.47,20.992
2417,22.585,21.919
2418,23.585,21.908
2419,22.086,20.864
2420,22.834,21.445
2421,22.649,21.803
2422,19.803,19.249
2423,19.639,18.913
2424,21.389,20.58
2425,20.647,19.988
2426,21.143,20.468
2427,22.608,21.705
2428,21.718,20.521
2429,18.927,18.367
2430,21.988,21.03
2431,19.238,18.685
2432,23.398,21.563
2433,22.478,22.207
2434,21.129,20.368
2435,23.083,21.849
2436,22.089,21.211
2437,22.34,21.322
2438,21.298,20.964
2439,18.956,18.438
2440,19.386,18.915
2441,20.768,20.103
2442,19.708,19.109
2443,20.429,19.805
2444,18.514,17.93
2445,22.086,21.267
2446,,21.413
2447,22.142,21.1
2448,19.084,18.52
2449,23.28,21.672
2450,22.873,21.696
2451,18.885,18.323
2452,22.861,21.701
2453,19.2,18.658
2454,19.396,18.828
2455,19.712,19.045
2456,20.449,19.669
2457,23.285,21.356
2458,20.706,19.961
2459,18.019,17.311
2460,18.586,17.874
2461,19.581,19.008
2462,18.924,18.355
2463,22.702,22.612
