RAJ2000,_DEJ2000,n_Seq,Seq,RAJ2000,DEJ2000,pmRA,pmDE,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Icmag,e_Icmag
201.50884062,-47.74781420, ,   195,201.508847,-47.747809,  4.65,  5.81,      ,      ,19.035, 0.028,18.479, 0.020,17.777, 0.111
201.43326703,-47.74764864, ,   196,201.433280,-47.747640,  9.54,  9.45,      ,      ,21.758, 0.160,20.832, 0.087,20.013, 0.074
201.94958103,-47.74797081, ,   198,201.949578,-47.747965, -2.19,  6.36,      ,      ,20.506, 0.095,19.751, 0.087,      ,
201.85204572,-47.74805896, ,   199,201.852054,-47.748058,  6.01,  0.99,      ,      ,21.179, 0.095,20.511, 0.233,19.393, 0.081
201.69726826,-47.74801696, ,   200,201.697277,-47.748011,  6.39,  6.40,      ,      ,20.210, 0.077,19.549, 0.062,18.714, 0.108
201.62910360,-47.74796073, ,   201,201.629113,-47.747961,  6.96, -0.42,      ,      ,20.839, 0.106,20.132, 0.043,19.282, 0.174
201.86938462,-47.74794232, ,   202,201.869393,-47.747937,  6.21,  5.88,      ,      ,21.500, 0.170,20.626, 0.094,19.627, 0.202
201.86036456,-47.74793779, ,   203,201.860366,-47.747930,  1.14,  8.52,      ,      ,19.077, 0.014,18.406, 0.020,17.626, 0.015
201.81348603,-47.74801507, ,   204,201.813492,-47.748012,  4.35,  3.42,      ,      ,21.753, 0.181,20.849, 0.108,19.833, 0.116
201.44153455,-47.74753290, ,   205,201.441535,-47.747523,  0.33, 10.77,      ,      ,21.632, 0.146,20.616, 0.099,19.766, 0.211
201.99264791,-47.74774158, ,   206,201.992637,-47.747735, -8.07,  7.20,      ,      ,19.447, 0.044,18.630, 0.029,17.767, 0.064
201.98015440,-47.74774236, ,   207,201.980141,-47.747738, -9.78,  4.71,      ,      ,21.036, 0.132,20.139, 0.059,19.156, 0.175
201.64658596,-47.74783519, ,   208,201.646591,-47.747834,  3.79,  1.42,      ,      ,21.574, 0.186,20.585, 0.103,19.621, 0.182
201.56619259,-47.74772562, ,   209,201.566214,-47.747725, 15.67,  0.68,      ,      ,21.405, 0.121,20.690, 0.258,19.684, 0.103
201.97118650,-47.74770496, ,   210,201.971170,-47.747699,-12.14,  6.64,      ,      ,20.824, 0.090,19.154, 0.031,17.133, 0.037
201.94130925,-47.74775127, ,   211,201.941312,-47.747742,  1.98, 10.20,      ,      ,21.390, 0.108,20.518, 0.076,19.540, 0.127
201.86122481,-47.74780707, ,   212,201.861223,-47.747806, -1.29,  1.05,      ,      ,20.549, 0.048,19.926, 0.028,19.085, 0.048
201.84640242,-47.74783711, ,   213,201.846407,-47.747834,  3.33,  3.53,      ,      ,20.407, 0.051,19.663, 0.038,18.846, 0.046
201.83335099,-47.74786502, ,   214,201.833353,-47.747862,  1.52,  3.36,      ,      ,20.081, 0.083,19.423, 0.028,18.704, 0.074
201.61225596,-47.74771215, ,   215,201.612260,-47.747705,  2.97,  7.82,      ,      ,21.492, 0.314,20.932, 0.417,19.722, 0.180
201.51141736,-47.74757074, ,   216,201.511431,-47.747574, 10.12, -3.45,      ,      ,21.354, 0.150,20.503, 0.117,19.630, 0.106
201.40357920,-47.74733231, ,   217,201.403578,-47.747323, -0.84, 10.13,      ,      ,19.807, 0.028,19.189, 0.070,18.726, 0.645
201.34244958,-47.74712078, ,   218,201.342453,-47.747118,  2.56,  2.98,      ,      ,18.765, 0.007,18.196, 0.017,17.509, 0.033
201.97966673,-47.74764261, ,   220,201.979672,-47.747640,  3.84,  2.86,      ,      ,19.192, 0.025,18.591, 0.018,17.895, 0.090
201.77795330,-47.74775960, ,   221,201.777957,-47.747754,  2.68,  6.25,      ,      ,18.121, 0.012,17.527, 0.014,16.695, 0.024
201.79623857,-47.74774072, ,   223,201.796241,-47.747744,  1.87, -3.47,      ,      ,21.174, 0.257,20.439, 0.095,19.543, 0.089
201.45134614,-47.74728314, ,   224,201.451350,-47.747273,  2.84, 11.04,      ,      ,18.247, 0.016,17.588, 0.008,16.773, 0.018
201.94048919,-47.74756982, ,   225,201.940485,-47.747566, -3.08,  4.06,      ,      ,18.608, 0.020,18.057, 0.016,17.332, 0.040
201.76443187,-47.74767701, ,   226,201.764431,-47.747671, -0.56,  6.46,      ,      ,19.904, 0.030,19.272, 0.047,18.461, 0.015
201.74953271,-47.74762280, ,   227,201.749536,-47.747623,  2.50, -0.28,      ,      ,22.126, 0.310,21.048, 0.082,20.106, 0.115
201.70830094,-47.74763008, ,   228,201.708304,-47.747627,  2.17,  3.43,      ,      ,19.017, 0.051,18.447, 0.011,17.677, 0.051
201.61777298,-47.74757663, ,   229,201.617767,-47.747574, -4.44,  3.00,      ,      ,20.426, 0.143,19.861, 0.165,18.905, 0.071
201.57830636,-47.74746334, ,   230,201.578312,-47.747459,  4.11,  4.87,      ,      ,18.585, 0.012,18.103, 0.021,17.368, 0.010
201.49909846,-47.74734561, ,   231,201.499112,-47.747336,  9.92, 10.39,      ,      ,20.744, 0.056,20.060, 0.073,19.233, 0.114
201.40466930,-47.74708944, ,   232,201.404680,-47.747082,  7.87,  8.20,      ,      ,20.453, 0.062,19.763, 0.089,18.999, 0.144
201.35632639,-47.74697895, ,   233,201.356343,-47.746972, 12.26,  7.67,      ,      ,20.880, 0.045,20.281, 0.053,19.455, 0.144
201.77358549,-47.74760297, ,   234,201.773589,-47.747601,  2.50,  2.03,      ,      ,20.672, 0.044,20.031, 0.097,19.145, 0.095
201.61735632,-47.74746362, ,   235,201.617355,-47.747454, -0.97, 10.65,      ,      ,18.693, 0.009,17.989, 0.026,17.126, 0.019
201.61632012,-47.74746215, ,   236,201.616311,-47.747451, -6.63, 12.08,      ,      ,22.354, 0.266,20.534, 0.085,18.567, 0.067
201.55160543,-47.74736817, ,   237,201.551597,-47.747365, -6.24,  3.47,      ,      ,21.173, 0.131,20.355, 0.058,19.443, 0.083
201.94801275,-47.74742204, ,   238,201.947998,-47.747419,-10.81,  3.45,      ,      ,14.281, 0.012,12.963, 0.013,11.576, 0.014
201.86305962,-47.74751663, ,   239,201.863065,-47.747512,  3.96,  5.13,      ,      ,18.640, 0.026,18.104, 0.023,17.392, 0.030
201.84231619,-47.74752552, ,   240,201.842297,-47.747534,-14.16, -9.16,      ,      ,22.383, 0.361,21.249, 0.066,20.137, 0.089
201.63003603,-47.74740458, ,   241,201.630050,-47.747399, 10.28,  6.23,      ,      ,21.847, 0.184,20.758, 0.091,19.713, 0.169
201.48725964,-47.74721567, ,   242,201.487250,-47.747201, -7.09, 15.93,      ,      ,18.341, 0.017,17.523, 0.019,16.596, 0.044
201.79515231,-47.74745011, ,   243,201.795160,-47.747443,  5.66,  7.72,      ,      ,19.427, 0.037,18.834, 0.012,18.056, 0.021
201.73909033,-47.74746657, ,   244,201.739092,-47.747461,  1.19,  5.97,      ,      ,20.752, 0.066,19.595, 0.093,18.405, 0.030
201.69978238,-47.74744116, ,   245,201.699792,-47.747440,  7.04,  1.27,      ,      ,20.661, 0.058,20.002, 0.041,19.189, 0.181
201.69141158,-47.74748672, ,   246,201.691410,-47.747459, -1.16, 30.45,      ,      ,22.139, 0.138,21.160, 0.146,20.036, 0.127
201.64760940,-47.74735725, ,   247,201.647614,-47.747353,  3.30,  4.59,      ,      ,18.139, 0.013,17.425, 0.009,16.509, 0.017
201.60754356,-47.74734737, ,   248,201.607553,-47.747345,  6.99,  2.59,      ,      ,19.635, 0.024,19.088, 0.057,18.319, 0.047
201.39463621,-47.74689728, ,   249,201.394644,-47.746887,  5.65, 11.31,      ,      ,17.914, 0.020,17.168, 0.013,16.342, 0.021
201.33771432,-47.74666827, ,   250,201.337711,-47.746665, -2.36,  3.58,      ,      ,20.462, 0.027,19.861, 0.059,19.074, 0.069
201.94089934,-47.74727937, ,   251,201.940919,-47.747275, 14.38,  4.78,      ,      ,21.723, 0.130,20.873, 0.162,19.969, 0.325
201.93066092,-47.74729430, ,   252,201.930658,-47.747297, -2.11, -2.89,      ,      ,21.555, 0.110,20.791, 0.137,19.838, 0.209
201.86336321,-47.74737383, ,   253,201.863356,-47.747370, -5.22,  4.19,      ,      ,20.528, 0.141,19.833, 0.183,18.934, 0.083
201.82760404,-47.74733812, ,   254,201.827623,-47.747341, 13.99, -3.27,      ,      ,22.050, 0.138,21.272, 0.235,20.193, 0.201
201.80288891,-47.74737830, ,   255,201.802891,-47.747377,  1.62,  1.48,      ,      ,20.268, 0.067,19.571, 0.047,18.734, 0.020
201.72905404,-47.74741117, ,   256,201.729076,-47.747407, 16.24,  4.62,      ,      ,21.572, 0.105,20.689, 0.186,19.666, 0.065
201.60325980,-47.74729755, ,   257,201.603278,-47.747285, 13.43, 13.73,      ,      ,22.494, 0.292,21.168, 0.301,20.384, 0.260
201.31310654,-47.74652800, ,   258,201.313098,-47.746521, -6.24,  7.54,      ,      ,21.736, 0.108,20.421, 0.075,18.931, 0.117
201.79694902,-47.74733561, ,   260,201.796951,-47.747326,  1.54, 10.39,      ,      ,20.485, 0.306,19.456, 0.034,18.566, 0.032
201.65441480,-47.74725254, ,   261,201.654419,-47.747247,  3.01,  6.12,      ,      ,16.984, 0.012,16.200, 0.017,15.191, 0.010
201.63933134,-47.74722611, ,   262,201.639336,-47.747221,  3.51,  5.47,      ,      ,19.117, 0.016,18.531, 0.013,17.787, 0.042
201.62141422,-47.74718532, ,   263,201.621426,-47.747184,  8.75,  1.57,      ,      ,19.528, 0.028,18.952, 0.024,18.199, 0.035
201.42115738,-47.74682372, ,   264,201.421167,-47.746817,  7.04,  7.41,      ,      ,21.282, 0.103,20.388, 0.063,19.629, 0.244
201.70569538,-47.74725427, ,   265,201.705701,-47.747253,  4.22,  1.33,      ,      ,18.734, 0.019,18.239, 0.026,17.511, 0.011
201.70392311,-47.74721739, ,   266,201.703928,-47.747211,  3.64,  6.87,      ,      ,20.001, 0.047,19.377, 0.025,18.596, 0.086
201.66151086,-47.74717828, ,   267,201.661514,-47.747169,  2.23, 10.28,      ,      ,19.551, 0.028,18.521, 0.020,17.375, 0.030
201.55295057,-47.74706899, ,   268,201.552955,-47.747066,  3.26,  3.15,      ,      ,19.505, 0.014,18.944, 0.017,18.221, 0.064
201.54956481,-47.74706271, ,   269,201.549561,-47.747061, -2.72,  1.75,      ,      ,19.883, 0.031,19.011, 0.083,17.909, 0.084
201.41747262,-47.74675085, ,   270,201.417474,-47.746744,  0.93,  7.62,      ,      ,21.790, 0.207,20.717, 0.130,19.877, 0.186
201.91381675,-47.74714045, ,   271,201.913842,-47.747131, 18.54, 10.22,      ,      ,22.463, 0.231,21.219, 0.213,20.028, 0.183
201.86655976,-47.74717314, ,   272,201.866560,-47.747170,  0.18,  3.44,      ,      ,20.175, 0.080,19.443, 0.034,18.644, 0.076
201.82384272,-47.74716682, ,   273,201.823847,-47.747162,  3.11,  5.33,      ,      ,19.982, 0.036,19.385, 0.029,18.618, 0.070
201.81380619,-47.74720821, ,   274,201.813811,-47.747210,  3.62, -1.96,      ,      ,21.509, 0.065,21.367, 0.637,20.018, 0.119
201.79473940,-47.74717720, ,   275,201.794737,-47.747170, -1.81,  7.88,      ,      ,20.509, 0.038,19.809, 0.053,18.954, 0.081
201.76979333,-47.74721029, ,   276,201.769809,-47.747200, 11.45, 11.26,      ,      ,21.173, 0.127,20.435, 0.103,19.436, 0.020
201.76205200,-47.74719126, ,   277,201.762055,-47.747188,  2.21,  3.51,      ,      ,19.933, 0.024,19.314, 0.038,18.403, 0.034
201.56740033,-47.74703510, ,   278,201.567394,-47.747023, -4.74, 13.18,      ,      ,21.944, 0.414,20.995, 0.260,19.956, 0.212
201.83509080,-47.74711491, ,   279,201.835099,-47.747105,  5.95, 10.84,      ,      ,20.560, 0.074,19.892, 0.092,19.097, 0.075
201.80627027,-47.74711455, ,   280,201.806279,-47.747113,  6.34,  1.63,      ,      ,20.028, 0.030,19.448, 0.036,18.617, 0.064
201.70229007,-47.74711279, ,   281,201.702297,-47.747110,  5.06,  3.05,      ,      ,21.292, 0.116,20.495, 0.071,19.412, 0.077
201.53038404,-47.74691322, ,   282,201.530374,-47.746915, -7.47, -1.95,      ,      ,22.226, 0.390,20.938, 0.162,19.888, 0.026
201.40264599,-47.74655174, ,   283,201.402654,-47.746542,  5.81, 10.72,      ,      ,19.267, 0.032,18.628, 0.020,17.877, 0.071
201.32941668,-47.74633905, ,   284,201.329418,-47.746331,  1.01,  8.69,      ,      ,20.763, 0.059,19.967, 0.057,19.204, 0.199
201.86775861,-47.74706894, ,   285,201.867769,-47.747063,  7.56,  6.44,      ,      ,21.814, 0.230,20.809, 0.064,19.809, 0.085
201.90336058,-47.74690883, ,   286,201.903361,-47.746906,  0.39,  2.97,      ,      ,20.478, 0.059,19.742, 0.026,18.903, 0.090
201.84734586,-47.74699958, ,   287,201.847349,-47.746992,  2.23,  8.35,      ,      ,19.312, 0.029,18.777, 0.039,18.018, 0.033
201.71775581,-47.74699381, ,   288,201.717762,-47.746984,  4.51, 10.86,      ,      ,21.992, 0.263,20.986, 0.240,19.306, 0.057
201.56806828,-47.74681900, ,   289,201.568080,-47.746807,  8.62, 13.19,      ,      ,22.098, 0.317,21.397, 0.507,20.046, 0.103
201.53944955,-47.74679500, ,   290,201.539463,-47.746790,  9.94,  5.47,      ,      ,21.591, 0.169,20.584, 0.085,19.935, 0.334
201.31667835,-47.74613837, ,   291,201.316679,-47.746132,  0.40,  7.03,      ,      ,20.658, 0.103,19.521, 0.043,18.268, 0.047
201.31027979,-47.74615003, ,   292,201.310173,-47.746147,-78.53,  3.38,      ,      ,      ,      ,19.518, 0.035,      ,
201.70600345,-47.74688132, ,   293,201.706009,-47.746881,  4.00,  0.23,      ,      ,21.696, 0.241,20.740, 0.195,19.758, 0.104
201.61718382,-47.74681328, ,   294,201.617194,-47.746804,  7.41, 10.28,      ,      ,20.603, 0.060,19.905, 0.138,18.787, 0.135
201.59635857,-47.74678919, ,   295,201.596369,-47.746783,  7.59,  6.71,      ,      ,19.894, 0.035,19.356, 0.145,18.543, 0.137
201.55784358,-47.74673154, ,   296,201.557872,-47.746727, 20.87,  5.03,      ,      ,21.851, 0.105,20.839, 0.087,19.715, 0.163
201.35321133,-47.74618655, ,   297,201.353210,-47.746184, -0.98,  2.91,      ,      ,21.263, 0.028,20.178, 0.076,19.431, 0.073
201.95385176,-47.74677570, ,   300,201.953844,-47.746772, -5.79,  4.11,      ,      ,20.782, 0.177,20.048, 0.121,19.295, 0.259
201.90933658,-47.74682530, ,   301,201.909344,-47.746822,  5.38,  3.67,      ,      ,20.564, 0.060,19.894, 0.038,19.027, 0.102
201.77957868,-47.74684030, ,   302,201.779585,-47.746837,  4.65,  3.67,      ,      ,21.066, 0.059,20.316, 0.054,19.313, 0.017
201.77786718,-47.74687029, ,   303,201.777882,-47.746861, 10.86, 10.04,      ,      ,20.551, 0.054,19.916, 0.090,19.007, 0.036
201.62412909,-47.74675249, ,   304,201.624133,-47.746747,  2.92,  6.07,      ,      ,19.194, 0.026,18.632, 0.022,17.987, 0.185
201.54940721,-47.74668059, ,   305,201.549413,-47.746676,  4.30,  4.90,      ,      ,20.758, 0.056,19.997, 0.035,19.052, 0.043
201.40694395,-47.74630298, ,   306,201.406947,-47.746294,  2.20,  9.95,      ,      ,19.235, 0.035,18.656, 0.045,17.984, 0.062
201.83825009,-47.74676573, ,   307,201.838255,-47.746760,  3.61,  6.27,      ,      ,22.245, 0.263,21.352, 0.137,20.196, 0.036
201.83326428,-47.74679940, ,   308,201.833264,-47.746790, -0.29, 10.29,      ,      ,21.701, 0.340,20.176, 0.028,18.885, 0.040
201.65205793,-47.74671572, ,   309,201.652060,-47.746703,  1.52, 13.86,      ,      ,21.151, 0.069,20.272, 0.064,19.408, 0.110
201.62319935,-47.74669035, ,   310,201.623204,-47.746689,  3.34,  1.60,      ,      ,21.619, 0.124,19.792, 0.044,17.119, 0.014
201.51349498,-47.74652143, ,   311,201.513503,-47.746511,  5.94, 11.29,      ,      ,21.608, 0.177,20.792, 0.147,19.976, 0.150
201.45044438,-47.74637849, ,   312,201.450454,-47.746366,  7.00, 13.55,      ,      ,22.228, 0.361,20.986, 0.260,20.020, 0.163
201.99105095,-47.74658879, ,   313,201.991043,-47.746587, -5.81,  2.02,      ,      ,20.833, 0.097,19.992, 0.038,19.171, 0.064
201.76172838,-47.74669358, ,   314,201.761732,-47.746686,  2.62,  8.17,      ,      ,19.842, 0.020,19.255, 0.027,18.498, 0.020
201.72055899,-47.74671999, ,   315,201.720561,-47.746722,  1.56, -2.14,      ,      ,19.837, 0.022,19.214, 0.026,18.393, 0.033
201.62241864,-47.74658996, ,   316,201.622410,-47.746595, -6.36, -5.52,      ,      ,22.800, 0.577,21.630, 0.220,20.477, 0.250
201.98031311,-47.74651171, ,   317,201.980316,-47.746502,  2.21, 10.69,      ,      ,21.828, 0.179,20.875, 0.061,19.864, 0.156
201.78974796,-47.74664514, ,   318,201.789746,-47.746641, -1.36,  4.41,      ,      ,20.692, 0.069,19.883, 0.041,19.054, 0.068
201.65931606,-47.74657394, ,   319,201.659322,-47.746568,  4.33,  6.44,      ,      ,18.392, 0.015,17.785, 0.013,16.971, 0.020
201.63873546,-47.74656350, ,   320,201.638741,-47.746559,  4.16,  5.05,      ,      ,19.666, 0.034,19.030, 0.030,18.296, 0.184
201.61458653,-47.74655059, ,   321,201.614597,-47.746554,  7.66, -3.61,      ,      ,21.108, 0.124,20.232, 0.060,19.385, 0.059
201.60133186,-47.74658798, ,   322,201.601343,-47.746574,  8.24, 15.42,      ,      ,22.144, 0.088,21.409, 0.056,20.143, 0.167
201.56558158,-47.74645533, ,   323,201.565585,-47.746451,  2.52,  4.62,      ,      ,19.231, 0.014,18.704, 0.013,17.969, 0.029
201.51622050,-47.74639205, ,   324,201.516226,-47.746387,  4.13,  5.59,      ,      ,19.160, 0.017,18.602, 0.006,17.915, 0.073
201.50977397,-47.74633580, ,   325,201.509780,-47.746329,  4.44,  7.56,      ,      ,18.474, 0.019,17.948, 0.026,17.224, 0.015
201.32809840,-47.74591688, ,   326,201.328083,-47.745904,-11.29, 14.21,      ,      ,21.837, 0.360,20.944, 0.379,19.851, 0.147
201.77555181,-47.74660227, ,   327,201.775559,-47.746603,  5.21, -0.86,      ,      ,21.619, 0.203,20.772, 0.056,19.840, 0.228
201.77012744,-47.74659449, ,   328,201.770142,-47.746597, 10.67, -2.69,      ,      ,22.149, 0.162,21.064, 0.114,20.020, 0.154
201.64162411,-47.74655450, ,   329,201.641631,-47.746540,  5.15, 15.87,      ,      ,20.663, 0.066,19.837, 0.041,19.036, 0.073
201.42683946,-47.74612953, ,   330,201.426871,-47.746109, 23.29, 22.59,      ,      ,22.313, 0.392,21.498, 0.277,20.278, 0.075
201.94490077,-47.74640361, ,   331,201.944910,-47.746405,  6.79, -1.52,      ,      ,21.091, 0.123,20.238, 0.078,19.318, 0.210
201.76659369,-47.74649321, ,   332,201.766601,-47.746491,  5.46,  2.30,      ,      ,19.527, 0.025,18.964, 0.031,18.172, 0.033
201.66135278,-47.74649867, ,   333,201.661356,-47.746488,  2.45, 11.62,      ,      ,20.287, 0.078,19.468, 0.061,18.739, 0.090
201.64302041,-47.74644467, ,   334,201.643027,-47.746436,  4.81,  9.37,      ,      ,19.283, 0.035,18.784, 0.025,18.144, 0.260
201.63194685,-47.74642562, ,   335,201.631954,-47.746422,  5.18,  4.02,      ,      ,19.921, 0.031,19.311, 0.044,18.478, 0.036
201.45159361,-47.74609741, ,   336,201.451598,-47.746088,  3.27, 10.24,      ,      ,18.073, 0.015,17.394, 0.010,16.553, 0.020
201.42303984,-47.74602307, ,   337,201.423049,-47.746030,  6.66, -7.58,      ,      ,21.696, 0.165,20.728, 0.131,19.899, 0.377
201.31080968,-47.74564734, ,   338,201.310700,-47.745639,-80.70,  9.25,      ,      ,20.478, 0.025,19.818, 0.028,19.035, 0.038
201.99179971,-47.74633353, ,   339,201.991794,-47.746330, -4.28,  3.86,      ,      ,19.614, 0.012,18.986, 0.022,18.232, 0.035
201.84061264,-47.74645665, ,   340,201.840612,-47.746442, -0.51, 16.09,      ,      ,22.402, 0.406,21.008, 0.056,19.922, 0.133
201.83673327,-47.74647417, ,   341,201.836736,-47.746474,  2.09,  0.31,      ,      ,21.758, 0.291,20.883, 0.153,19.807, 0.156
201.78905523,-47.74642528, ,   342,201.789063,-47.746422,  5.76,  3.65,      ,      ,19.830, 0.035,19.202, 0.037,18.433, 0.026
201.76485097,-47.74648445, ,   343,201.764858,-47.746481,  5.21,  3.65,      ,      ,21.096, 0.070,20.112, 0.074,19.206, 0.066
201.75850831,-47.74646282, ,   344,201.758502,-47.746459, -4.68,  4.30,      ,      ,20.373, 0.035,19.608, 0.046,18.525, 0.039
201.75573437,-47.74649480, ,   345,201.755746,-47.746491,  8.64,  4.04,      ,      ,20.809, 0.055,20.214, 0.065,19.302, 0.057
201.71079849,-47.74645354, ,   346,201.710801,-47.746451,  1.93,  2.66,      ,      ,21.136, 0.067,20.556, 0.228,19.592, 0.103
201.51037108,-47.74618482, ,   347,201.510376,-47.746179,  3.70,  6.49,      ,      ,18.635, 0.022,18.092, 0.013,17.359, 0.021
201.39885766,-47.74589432, ,   348,201.398863,-47.745886,  3.97,  8.98,      ,      ,20.799, 0.049,19.958, 0.137,19.273, 0.082
201.34840383,-47.74574650, ,   349,201.348409,-47.745749,  3.72, -2.61,      ,      ,20.591, 0.040,19.908, 0.100,19.143, 0.101
201.83409230,-47.74640903, ,   350,201.834092,-47.746407, -0.26,  2.28,      ,      ,21.624, 0.140,20.614, 0.094,19.634, 0.180
201.79317974,-47.74641555, ,   351,201.793177,-47.746403, -2.06, 13.67,      ,      ,22.103, 0.258,21.004, 0.096,19.412, 0.059
201.72210772,-47.74634557, ,   352,201.722114,-47.746341,  4.54,  4.88,      ,      ,18.800, 0.023,18.287, 0.015,17.544, 0.009
201.69210963,-47.74636002, ,   353,201.692119,-47.746362,  6.81, -2.11,      ,      ,22.157, 0.146,21.270, 0.136,20.155, 0.117
201.65750188,-47.74635769, ,   354,201.657506,-47.746359,  3.11, -1.31,      ,      ,20.203, 0.019,19.562, 0.077,18.686, 0.068
201.65042462,-47.74632713, ,   355,201.650429,-47.746326,  3.14,  1.12,      ,      ,21.284, 0.138,20.358, 0.112,19.467, 0.121
201.60926146,-47.74631481, ,   356,201.609293,-47.746312, 23.25,  3.14,      ,      ,22.318, 0.231,21.239, 0.069,20.175, 0.138
201.57044960,-47.74623600, ,   357,201.570458,-47.746239,  6.22, -3.16,      ,      ,21.063, 0.040,20.353, 0.130,19.434, 0.140
201.55745262,-47.74618696, ,   358,201.557453,-47.746181,  0.32,  6.40,      ,      ,19.343, 0.024,18.749, 0.015,18.023, 0.077
201.49806154,-47.74608161, ,   359,201.498066,-47.746077,  3.36,  5.11,      ,      ,20.179, 0.129,19.503, 0.050,18.724, 0.082
201.86556200,-47.74634011, ,   360,201.865565,-47.746332,  2.21,  8.94,      ,      ,19.854, 0.048,19.207, 0.034,18.490, 0.033
201.72972837,-47.74629832, ,   361,201.729730,-47.746286,  1.20, 13.36,      ,      ,18.740, 0.024,18.040, 0.017,17.170, 0.023
201.41539026,-47.74582264, ,   362,201.415385,-47.745811, -3.87, 12.61,      ,      ,21.405, 0.087,20.272, 0.133,18.964, 0.186
201.37666673,-47.74570844, ,   363,201.376669,-47.745699,  1.59, 10.45,      ,      ,20.753, 0.063,20.326, 0.073,19.631, 0.162
201.32949616,-47.74555508, ,   364,201.329495,-47.745558, -0.85, -3.26,      ,      ,19.321, 0.022,18.757, 0.019,18.084, 0.115
